01-JAN-11,122,9020,0,0,0
01-JAN-11,122,9020,0,0,0
01-JAN-11,122,9020,21,3,125.71
01-JAN-11,122,9020,3,0,0
01-JAN-11,122,23803,119,19,626.08
01-JAN-11,122,23803,1,0,0
01-JAN-11,122,44769,545,15,460.96
01-JAN-11,122,102935,1,0,0
01-JAN-11,122,241849,0,0,0
01-JAN-11,122,241849,12,0,0
01-JAN-11,122,261375,75,20,741.98
01-JAN-11,122,274274,14,3,100.41
01-JAN-11,122,345168,43,1,68.95
01-JAN-11,122,425296,176,16,563.32
01-JAN-11,122,425296,2,0,0
01-JAN-11,122,465664,16,3,96.88
01-JAN-11,122,642007,10,2,34.99
01-JAN-11,122,671093,0,0,0
01-JAN-11,122,671093,38,2,85.9
01-JAN-11,122,671093,0,0,0
01-JAN-11,122,999114,1080,75,2172.38
01-JAN-11,122,1095781,5,1,32.94
01-JAN-11,122,1126012,121,3,151.63
01-JAN-11,122,1190539,22,2,22.98
01-JAN-11,122,1256037,2,0,0
01-JAN-11,122,1257335,0,0,0
01-JAN-11,122,1257335,4,1,124.47
01-JAN-11,122,1322824,3,0,0
01-JAN-11,122,1335390,65,8,346.07
01-JAN-11,122,1356638,43,8,352.14
01-JAN-11,122,1357475,3,0,0
01-JAN-11,122,1386540,0,0,0
01-JAN-11,122,1386540,0,0,0
01-JAN-11,122,1386540,0,0,0
01-JAN-11,122,1386540,12,2,159.64
01-JAN-11,122,1411963,5,0,0
01-JAN-11,122,1552872,33,0,0
01-JAN-11,122,1552872,1,0,0
01-JAN-11,122,1560091,1,0,0
01-JAN-11,122,1613972,2,0,0
01-JAN-11,122,1624018,49,9,307.07
01-JAN-11,122,1624018,1,0,0
01-JAN-11,122,1683340,49,11,431.11
01-JAN-11,122,1683340,5,1,39
01-JAN-11,122,1723106,3,0,0
01-JAN-11,122,1747778,4,1,89
01-JAN-11,122,1781412,3,0,0
01-JAN-11,122,1808364,85,1,22
01-JAN-11,122,1828686,0,0,0
01-JAN-11,122,1828686,2,0,0
01-JAN-11,122,1829931,47,7,200.52
01-JAN-11,122,1872550,47,5,170.92
01-JAN-11,122,1972460,14,1,77
01-JAN-11,122,2050819,0,0,0
01-JAN-11,122,2050819,21,2,21.45
01-JAN-11,122,2071658,214,7,281.26
01-JAN-11,122,2071658,22,0,0
01-JAN-11,122,2116208,12,1,48.99
01-JAN-11,122,2132761,10,1,31.5
01-JAN-11,122,2388930,17,1,14.5
01-JAN-11,122,2454844,4,0,0
01-JAN-11,122,2592795,23,2,110.91
01-JAN-11,133,13538,1,0,0
01-JAN-11,133,44769,1,0,0
01-JAN-11,133,671093,3,0,0
01-JAN-11,133,1386540,0,0,0
01-JAN-11,133,1624018,1,0,0
01-JAN-11,147,9020,0,0,0
01-JAN-11,147,9020,12,0,0
01-JAN-11,147,23803,175,28,2413.32
01-JAN-11,147,44769,248,3,264.93
01-JAN-11,147,102935,3,0,0
01-JAN-11,147,125764,98,1,54.99
01-JAN-11,147,208164,6,0,0
01-JAN-11,147,216593,19,0,0
01-JAN-11,147,261375,32,1,89.99
01-JAN-11,147,274274,2,2,164.97
01-JAN-11,147,345168,20,0,0
01-JAN-11,147,425296,193,25,2168.5
01-JAN-11,147,425296,3,0,0
01-JAN-11,147,465664,7,3,583.93
01-JAN-11,147,671093,46,12,829.8
01-JAN-11,147,671093,0,0,0
01-JAN-11,147,999114,681,42,3903.53
01-JAN-11,147,999114,9,1,59.99
01-JAN-11,147,1083817,0,0,0
01-JAN-11,147,1083817,2,0,0
01-JAN-11,147,1126012,71,1,69.99
01-JAN-11,147,1190539,12,2,95.97
01-JAN-11,147,1257335,0,0,0
01-JAN-11,147,1304562,11035,35,3489.56
01-JAN-11,147,1329791,126,25,1790.57
01-JAN-11,147,1335390,356,16,1377.67
01-JAN-11,147,1335390,10,1,138.99
01-JAN-11,147,1356638,72,6,388.95
01-JAN-11,147,1357475,9,1,59.99
01-JAN-11,147,1376233,2,3,340.96
01-JAN-11,147,1386540,3,0,0
01-JAN-11,147,1404384,0,0,0
01-JAN-11,147,1404384,5,0,0
01-JAN-11,147,1411963,11,4,229.95
01-JAN-11,147,1481861,0,0,0
01-JAN-11,147,1481861,2,0,0
01-JAN-11,147,1552872,4,0,0
01-JAN-11,147,1560091,38,5,349.91
01-JAN-11,147,1561360,1,0,0
01-JAN-11,147,1613972,0,0,0
01-JAN-11,147,1624018,30,14,1055.73
01-JAN-11,147,1781412,8,0,0
01-JAN-11,147,1828686,12,1,49.99
01-JAN-11,147,1829931,36,8,483.92
01-JAN-11,147,1872550,180,13,805.26
01-JAN-11,147,1972460,31,2,149.94
01-JAN-11,147,1973824,26,0,0
01-JAN-11,147,1993443,132,10,966.8
01-JAN-11,147,2050819,0,0,0
01-JAN-11,147,2050819,34,0,0
01-JAN-11,147,2071658,37,1,34.99
01-JAN-11,147,2116208,4,0,0
01-JAN-11,147,2132761,8,1,67.97
01-JAN-11,147,2175421,3,0,0
01-JAN-11,147,2213818,3,0,0
01-JAN-11,147,2388930,0,0,0
01-JAN-11,147,2388930,14,0,0
01-JAN-11,147,2592795,18,0,0
01-JAN-11,216,9020,11,1,82.98
01-JAN-11,216,13538,20,0,0
01-JAN-11,216,23803,40,5,334.14
01-JAN-11,216,44769,259,9,717.24
01-JAN-11,216,208164,3,1,5.79
01-JAN-11,216,216593,2,1,441
01-JAN-11,216,261375,29,8,1212.85
01-JAN-11,216,274274,13,1,35.55
01-JAN-11,216,344591,155,1,48.19
01-JAN-11,216,345168,25,1,199.5
01-JAN-11,216,425296,44,3,277.76
01-JAN-11,216,465664,2,0,0
01-JAN-11,216,642007,68,3,127.16
01-JAN-11,216,671093,12,1,36.19
01-JAN-11,216,999114,261,9,425.07
01-JAN-11,216,1126012,44,0,0
01-JAN-11,216,1307517,11,0,0
01-JAN-11,216,1335390,40,0,0
01-JAN-11,216,1356638,72,8,454.85
01-JAN-11,216,1386540,0,0,0
01-JAN-11,216,1386540,0,0,0
01-JAN-11,216,1386540,0,0,0
01-JAN-11,216,1386540,1,1,373.69
01-JAN-11,216,1411963,7,1,808.74
01-JAN-11,216,1552872,2,0,0
01-JAN-11,216,1560091,3,1,36.19
01-JAN-11,216,1624018,40,2,146.98
01-JAN-11,216,1747778,4,0,0
01-JAN-11,216,1828686,0,0,0
01-JAN-11,216,1872550,61,17,1181.83
01-JAN-11,216,1943605,77,5,327.93
01-JAN-11,216,1972460,15,1,60.38
01-JAN-11,216,1993443,60,4,310.87
01-JAN-11,216,2003677,1,0,0
01-JAN-11,216,2013676,3,0,0
01-JAN-11,216,2116208,41,0,0
01-JAN-11,216,2132761,5,0,0
01-JAN-11,216,2175421,1,0,0
01-JAN-11,216,2388930,15,0,0
01-JAN-11,216,2454844,2,0,0
01-JAN-11,216,2592795,20,1,87.19
01-JAN-11,560,261375,0,0,0
01-JAN-11,560,569279,0,0,0
01-JAN-11,560,1335390,1,0,0
01-JAN-11,560,1828686,1,0,0
01-JAN-11,560,2116208,1,0,0
01-JAN-11,732,1481861,0,0,0
01-JAN-11,768,9020,4,0,0
01-JAN-11,768,13538,26,0,0
01-JAN-11,768,23803,48,6,402.21
01-JAN-11,768,44769,427,3,110.43
01-JAN-11,768,208164,10,0,0
01-JAN-11,768,216593,9,0,0
01-JAN-11,768,241849,0,0,0
01-JAN-11,768,241849,0,0,0
01-JAN-11,768,241849,0,0,0
01-JAN-11,768,261375,7,0,0
01-JAN-11,768,274274,7,1,126.63
01-JAN-11,768,345168,46,0,0
01-JAN-11,768,425296,156,3,210.2
01-JAN-11,768,465664,1,0,0
01-JAN-11,768,642007,131,3,56.93
01-JAN-11,768,671093,7,0,0
01-JAN-11,768,999114,235,3,141.69
01-JAN-11,768,1083817,2,1,25
01-JAN-11,768,1126012,92,0,0
01-JAN-11,768,1190539,79,0,0
01-JAN-11,768,1256037,0,0,0
01-JAN-11,768,1257335,7,1,50.49
01-JAN-11,768,1307517,6,0,0
01-JAN-11,768,1322824,0,0,0
01-JAN-11,768,1322824,0,0,0
01-JAN-11,768,1322824,7,0,0
01-JAN-11,768,1335390,26,3,379.78
01-JAN-11,768,1356638,63,10,605.31
01-JAN-11,768,1386540,0,0,0
01-JAN-11,768,1386540,0,0,0
01-JAN-11,768,1386540,21,4,283.67
01-JAN-11,768,1386540,0,0,0
01-JAN-11,768,1386540,0,0,0
01-JAN-11,768,1386540,0,0,0
01-JAN-11,768,1411963,4,0,0
01-JAN-11,768,1552872,22,0,0
01-JAN-11,768,1560091,8,1,54.97
01-JAN-11,768,1561360,1,0,0
01-JAN-11,768,1566699,61,0,0
01-JAN-11,768,1613972,0,0,0
01-JAN-11,768,1613972,1,1,53.99
01-JAN-11,768,1624018,52,1,79.95
01-JAN-11,768,1683340,80,9,758.72
01-JAN-11,768,1683340,2,0,0
01-JAN-11,768,1747778,7,0,0
01-JAN-11,768,1781412,5,0,0
01-JAN-11,768,1808364,477,9,525.89
01-JAN-11,768,1808364,0,0,0
01-JAN-11,768,1808364,0,0,0
01-JAN-11,768,1828686,0,0,0
01-JAN-11,768,1828686,7,0,0
01-JAN-11,768,1872550,0,0,0
01-JAN-11,768,1872550,99,10,559.62
01-JAN-11,768,1972460,8,0,0
01-JAN-11,768,2003677,341,1,65.49
01-JAN-11,768,2013676,2,0,0
01-JAN-11,768,2050819,1,0,0
01-JAN-11,768,2071658,8,0,0
01-JAN-11,768,2116208,35,0,0
01-JAN-11,768,2132761,5,0,0
01-JAN-11,768,2213818,2,1,39.5
01-JAN-11,768,2255801,22,4,261.74
01-JAN-11,768,2454844,17,0,0
01-JAN-11,768,2592795,39,0,0
01-JAN-11,773,9020,13,2,109.98
01-JAN-11,773,23803,271,46,2294.04
01-JAN-11,773,44769,311,10,424.4
01-JAN-11,773,102935,14,2,96.98
01-JAN-11,773,125764,3,0,0
01-JAN-11,773,216593,4,2,144.97
01-JAN-11,773,261375,10,3,194.97
01-JAN-11,773,274274,8,2,94.98
01-JAN-11,773,274274,5,0,0
01-JAN-11,773,345168,6,0,0
01-JAN-11,773,425296,122,25,1150.41
01-JAN-11,773,465664,6,0,0
01-JAN-11,773,569279,2,0,0
01-JAN-11,773,642007,4,2,99.98
01-JAN-11,773,671093,31,6,404.94
01-JAN-11,773,999114,357,7,319.93
01-JAN-11,773,1083817,4,1,59.99
01-JAN-11,773,1095781,1,0,0
01-JAN-11,773,1126012,57,2,159.98
01-JAN-11,773,1256037,1,0,0
01-JAN-11,773,1256037,0,0,0
01-JAN-11,773,1256037,0,0,0
01-JAN-11,773,1257335,2,1,29.99
01-JAN-11,773,1335390,306,88,4389.02
01-JAN-11,773,1356638,186,85,4024.1
01-JAN-11,773,1386540,0,0,0
01-JAN-11,773,1386540,1,0,0
01-JAN-11,773,1386540,0,0,0
01-JAN-11,773,1386540,0,0,0
01-JAN-11,773,1411963,14,4,274.96
01-JAN-11,773,1481861,1,0,0
01-JAN-11,773,1552872,10,0,0
01-JAN-11,773,1613972,7,3,174.97
01-JAN-11,773,1624018,67,15,520.51
01-JAN-11,773,1747778,52,5,219.95
01-JAN-11,773,1781412,2,0,0
01-JAN-11,773,1829931,65,26,1105.4
01-JAN-11,773,1872550,68,13,646.87
01-JAN-11,773,1943605,35,12,739.37
01-JAN-11,773,1972460,35,1,39.99
01-JAN-11,773,2003677,1,0,0
01-JAN-11,773,2013676,7,0,0
01-JAN-11,773,2050819,2,1,49.99
